        generated_by     ICGEM (hosted at GFZ-Potsdam)
     generating_date     2023/11/01
----------------------------------------------------------------------
           modelname     GGM05C
     max_used_degree           360
----------------------------------------------------------------------
         tide_system     zero_tide
    zero_degree_term     included
----------------------------------------------------------------------
          refsysname     WGS84
   max_degree_refpot             8
            gmrefpot      3.98600441800E+14[m**3/s**2]
        radiusrefpot     6378137.000 m
          flatrefpot      3.352810664747480E-03   (1/298.25722356300)
         omegarefpot      7.29211500000E-05 1/s
----------------------------------------------------------------------
    number_of_points         10000
      latlimit_north       33.147653000000    
      latlimit_south       30.344776000000    
      longlimit_west      -98.546032000000    
      longlimit_east      -97.808860000000    
----------------------------------------------------------------------
description of columns -----------------------------------------------
 1 identifier (from input)
 2 longitude  (from input)    [degree]
 3 latitude   (from input)    [degree]
 4 h_over_ell (from input)     [meter]
 -------------------------------------
 5 height_anomaly              [meter]  T(h)/normal_gravity(h)            
 6 gravity_anomaly              [mGal]  gravity(h) - gamma(h-h_anomaly)   
----------------------------------------------------------------------

end_of_head ================================================================
1            -97.97965600   31.52446400  0.000000E+00 -2.751235888152E+01 -2.219223429751E+01
2            -97.97970100   31.52333100  0.000000E+00 -2.751143689731E+01 -2.222020949105E+01
3            -97.97974500   31.52219900  0.000000E+00 -2.751051383709E+01 -2.224804982571E+01
4            -97.97979000   31.52106700  0.000000E+00 -2.750958396521E+01 -2.227563696326E+01
5            -97.97983500   31.51993500  0.000000E+00 -2.750864977394E+01 -2.230304331388E+01
6            -97.97988000   31.51880300  0.000000E+00 -2.750771125142E+01 -2.233026850362E+01
7            -97.97992400   31.51767100  0.000000E+00 -2.750677090278E+01 -2.235738514322E+01
8            -97.97996900   31.51653900  0.000000E+00 -2.750582368509E+01 -2.238424694365E+01
9            -97.98001400   31.51540700  0.000000E+00 -2.750487210119E+01 -2.241092648791E+01
10           -97.98005900   31.51427500  0.000000E+00 -2.750391613967E+01 -2.243742342127E+01
11           -97.98010500   31.51314300  0.000000E+00 -2.750295326241E+01 -2.246366426544E+01
12           -97.98015100   31.51201100  0.000000E+00 -2.750198598010E+01 -2.248972172882E+01
13           -97.98019700   31.51087900  0.000000E+00 -2.750101428166E+01 -2.251559547251E+01
14           -97.98024100   31.50974600  0.000000E+00 -2.750004246308E+01 -2.254145720837E+01
15           -97.98028500   31.50861300  0.000000E+00 -2.749906620860E+01 -2.256713436495E+01
16           -97.98032800   31.50748000  0.000000E+00 -2.749808804632E+01 -2.259269990965E+01
17           -97.98037200   31.50634700  0.000000E+00 -2.749710289003E+01 -2.261800695358E+01
18           -97.98041700   31.50521300  0.000000E+00 -2.749610994529E+01 -2.264308001685E+01
19           -97.98046100   31.50408000  0.000000E+00 -2.749511583608E+01 -2.266801542898E+01
20           -97.98050600   31.50294700  0.000000E+00 -2.749411468942E+01 -2.269269122621E+01
21           -97.98055200   31.50181300  0.000000E+00 -2.749310569969E+01 -2.271713145845E+01
22           -97.98059700   31.50068000  0.000000E+00 -2.749209552869E+01 -2.274143363490E+01
23           -97.98064200   31.49954600  0.000000E+00 -2.749108003744E+01 -2.276557276897E+01
24           -97.98068600   31.49841300  0.000000E+00 -2.749006336209E+01 -2.278957370123E+01
25           -97.98073100   31.49727900  0.000000E+00 -2.748903878339E+01 -2.281333716088E+01
26           -97.98077600   31.49614600  0.000000E+00 -2.748801045105E+01 -2.283688862743E+01
27           -97.98082000   31.49501200  0.000000E+00 -2.748697930837E+01 -2.286034886243E+01
28           -97.98086300   31.49387900  0.000000E+00 -2.748594697233E+01 -2.288367058174E+01
29           -97.98090700   31.49274500  0.000000E+00 -2.748490667426E+01 -2.290675298600E+01
30           -97.98095000   31.49161200  0.000000E+00 -2.748386517648E+01 -2.292969671007E+01
31           -97.98099400   31.49047900  0.000000E+00 -2.748281651330E+01 -2.295237739904E+01
32           -97.98103700   31.48934600  0.000000E+00 -2.748176582083E+01 -2.297494222532E+01
33           -97.98108100   31.48821300  0.000000E+00 -2.748070794038E+01 -2.299724344326E+01
34           -97.98112400   31.48708000  0.000000E+00 -2.747964801719E+01 -2.301942833487E+01
35           -97.98116800   31.48594700  0.000000E+00 -2.747858088390E+01 -2.304134906499E+01
36           -97.98121100   31.48481400  0.000000E+00 -2.747751169482E+01 -2.306315301848E+01
37           -97.98125400   31.48368100  0.000000E+00 -2.747643786095E+01 -2.308476614932E+01
38           -97.98129700   31.48254800  0.000000E+00 -2.747535937382E+01 -2.310618821806E+01
39           -97.98134000   31.48141500  0.000000E+00 -2.747427622504E+01 -2.312741899040E+01
40           -97.98138400   31.48028300  0.000000E+00 -2.747318667671E+01 -2.314836300883E+01
41           -97.98142800   31.47915100  0.000000E+00 -2.747209245415E+01 -2.316911556886E+01
42           -97.98147200   31.47801800  0.000000E+00 -2.747099267750E+01 -2.318969740660E+01
43           -97.98151600   31.47688600  0.000000E+00 -2.746988907852E+01 -2.321006622861E+01
44           -97.98156000   31.47575400  0.000000E+00 -2.746878078162E+01 -2.323024294419E+01
45           -97.98160300   31.47462200  0.000000E+00 -2.746767038306E+01 -2.325030137929E+01
46           -97.98164500   31.47349000  0.000000E+00 -2.746655788147E+01 -2.327024138165E+01
47           -97.98168700   31.47235700  0.000000E+00 -2.746543977521E+01 -2.329000884220E+01
48           -97.98172900   31.47122500  0.000000E+00 -2.746431783725E+01 -2.330956317707E+01
49           -97.98177200   31.47009300  0.000000E+00 -2.746318855996E+01 -2.332885036651E+01
50           -97.98181600   31.46896100  0.000000E+00 -2.746205193002E+01 -2.334787017357E+01
51           -97.98186000   31.46782900  0.000000E+00 -2.746091055049E+01 -2.336669649701E+01
52           -97.98190400   31.46669700  0.000000E+00 -2.745976441443E+01 -2.338532915722E+01
53           -97.98194900   31.46556500  0.000000E+00 -2.745861089478E+01 -2.340369381688E+01
54           -97.98199400   31.46443300  0.000000E+00 -2.745745260104E+01 -2.342186443656E+01
55           -97.98203800   31.46330100  0.000000E+00 -2.745629215080E+01 -2.343991503615E+01
56           -97.98208100   31.46216800  0.000000E+00 -2.745512861404E+01 -2.345786406224E+01
57           -97.98212400   31.46103600  0.000000E+00 -2.745396121674E+01 -2.347559986191E+01
58           -97.98216600   31.45990300  0.000000E+00 -2.745279071963E+01 -2.349323347381E+01
59           -97.98220800   31.45877000  0.000000E+00 -2.745161541964E+01 -2.351067196784E+01
60           -97.98225100   31.45763700  0.000000E+00 -2.745043267670E+01 -2.352784094501E+01
61           -97.98229400   31.45650400  0.000000E+00 -2.744924511477E+01 -2.354481448243E+01
62           -97.98233800   31.45537200  0.000000E+00 -2.744805104464E+01 -2.356150062930E+01
63           -97.98238200   31.45424000  0.000000E+00 -2.744685214832E+01 -2.357799137673E+01
64           -97.98242700   31.45310800  0.000000E+00 -2.744564577864E+01 -2.359421230871E+01
65           -97.98247300   31.45197600  0.000000E+00 -2.744443192439E+01 -2.361016326802E+01
66           -97.98251800   31.45084400  0.000000E+00 -2.744321586491E+01 -2.362599270498E+01
67           -97.98256300   31.44971100  0.000000E+00 -2.744199397792E+01 -2.364164289084E+01
68           -97.98260700   31.44857900  0.000000E+00 -2.744077085372E+01 -2.365715449297E+01
69           -97.98265100   31.44744600  0.000000E+00 -2.743954188676E+01 -2.367248627504E+01
70           -97.98269400   31.44631300  0.000000E+00 -2.743831069993E+01 -2.368769577448E+01
71           -97.98273700   31.44518000  0.000000E+00 -2.743707463930E+01 -2.370270856442E+01
72           -97.98278100   31.44404800  0.000000E+00 -2.743583204044E+01 -2.371743439351E+01
73           -97.98282400   31.44291500  0.000000E+00 -2.743458621996E+01 -2.373205361863E+01
74           -97.98286600   31.44178200  0.000000E+00 -2.743333817083E+01 -2.374655016659E+01
75           -97.98290900   31.44064900  0.000000E+00 -2.743208257088E+01 -2.376077525970E+01
76           -97.98295100   31.43951600  0.000000E+00 -2.743082473660E+01 -2.377487749090E+01
77           -97.98299300   31.43838300  0.000000E+00 -2.742956200389E+01 -2.378878242713E+01
78           -97.98303600   31.43725000  0.000000E+00 -2.742829170176E+01 -2.380241562943E+01
79           -97.98307800   31.43611700  0.000000E+00 -2.742701915745E+01 -2.381592571563E+01
80           -97.98312100   31.43498500  0.000000E+00 -2.742574006257E+01 -2.382914948207E+01
81           -97.98316500   31.43385300  0.000000E+00 -2.742445338585E+01 -2.384210161850E+01
82           -97.98320900   31.43272000  0.000000E+00 -2.742316075246E+01 -2.385487047896E+01
83           -97.98325300   31.43158800  0.000000E+00 -2.742186423283E+01 -2.386742767904E+01
84           -97.98329700   31.43045600  0.000000E+00 -2.742056278829E+01 -2.387978740046E+01
85           -97.98334000   31.42932400  0.000000E+00 -2.741925909363E+01 -2.389202393367E+01
86           -97.98338200   31.42819100  0.000000E+00 -2.741795209388E+01 -2.390415058553E+01
